CMDLINE docker build -t philippauss_zs6d --no-cache --progress=plain .
MEM 1.000000 1731658149.9670
MEM 69.597656 1731658150.0717
MEM 69.597656 1731658150.1764
MEM 69.597656 1731658150.2959
MEM 69.597656 1731658150.4143
MEM 70.347656 1731658150.5197
MEM 70.347656 1731658150.6246
MEM 70.347656 1731658150.7292
MEM 70.347656 1731658150.8343
MEM 70.347656 1731658150.9395
MEM 70.347656 1731658151.0448
MEM 70.347656 1731658151.1497
MEM 70.347656 1731658151.2545
MEM 70.347656 1731658151.3594
MEM 70.347656 1731658151.4652
MEM 70.347656 1731658151.5702
MEM 70.347656 1731658151.6767
MEM 70.347656 1731658151.7815
MEM 70.347656 1731658151.8880
MEM 70.347656 1731658151.9932
MEM 70.347656 1731658152.0984
MEM 70.347656 1731658152.2033
MEM 70.347656 1731658152.3084
MEM 70.347656 1731658152.4131
MEM 70.347656 1731658152.5177
MEM 70.347656 1731658152.6221
MEM 70.347656 1731658152.7263
MEM 70.347656 1731658152.8306
MEM 70.347656 1731658152.9347
MEM 70.347656 1731658153.0397
MEM 70.347656 1731658153.1453
MEM 70.347656 1731658153.2507
MEM 70.347656 1731658153.3557
MEM 70.347656 1731658153.4607
MEM 70.347656 1731658153.5658
MEM 70.347656 1731658153.6707
MEM 70.347656 1731658153.7760
MEM 70.347656 1731658153.8812
MEM 70.347656 1731658153.9865
MEM 70.347656 1731658154.0914
MEM 70.347656 1731658154.1960
MEM 70.347656 1731658154.3007
MEM 70.347656 1731658154.4052
MEM 70.347656 1731658154.5099
MEM 70.347656 1731658154.6147
MEM 70.347656 1731658154.7192
MEM 70.347656 1731658154.8238
MEM 70.347656 1731658154.9283
MEM 70.347656 1731658155.0332
MEM 70.347656 1731658155.1380
MEM 70.347656 1731658155.2427
MEM 70.347656 1731658155.3475
MEM 70.347656 1731658155.4523
MEM 70.347656 1731658155.5570
MEM 70.347656 1731658155.6618
MEM 70.347656 1731658155.7667
MEM 70.347656 1731658155.8712
MEM 70.347656 1731658155.9760
MEM 70.347656 1731658156.0808
MEM 70.347656 1731658156.1854
MEM 70.347656 1731658156.2906
MEM 70.347656 1731658156.3954
MEM 70.347656 1731658156.5004
MEM 70.347656 1731658156.6051
MEM 70.347656 1731658156.7097
MEM 70.347656 1731658156.8145
MEM 70.347656 1731658156.9192
MEM 70.347656 1731658157.0239
MEM 70.347656 1731658157.1285
MEM 70.347656 1731658157.2341
MEM 70.347656 1731658157.3392
MEM 70.347656 1731658157.4443
MEM 70.347656 1731658157.5491
MEM 70.347656 1731658157.6537
MEM 70.347656 1731658157.7578
MEM 70.347656 1731658157.8620
MEM 70.347656 1731658157.9667
MEM 70.347656 1731658158.0713
MEM 70.347656 1731658158.1764
MEM 70.347656 1731658158.2823
MEM 70.347656 1731658158.3872
MEM 70.347656 1731658158.4923
MEM 70.347656 1731658158.5974
MEM 70.347656 1731658158.7024
MEM 70.347656 1731658158.8074
MEM 70.347656 1731658158.9122
MEM 70.347656 1731658159.0168
MEM 70.347656 1731658159.1211
MEM 70.347656 1731658159.2260
MEM 70.347656 1731658159.3303
MEM 70.347656 1731658159.4344
MEM 70.347656 1731658159.5386
MEM 70.347656 1731658159.6440
MEM 70.347656 1731658159.7496
MEM 70.347656 1731658159.8555
MEM 70.347656 1731658159.9603
MEM 70.347656 1731658160.0649
MEM 70.347656 1731658160.1695
MEM 70.347656 1731658160.2740
MEM 70.347656 1731658160.3785
MEM 70.347656 1731658160.4829
MEM 70.347656 1731658160.5869
MEM 70.347656 1731658160.6911
MEM 70.347656 1731658160.7951
MEM 70.347656 1731658160.8997
MEM 70.347656 1731658161.0040
MEM 70.347656 1731658161.1083
MEM 70.347656 1731658161.2128
MEM 70.347656 1731658161.3169
MEM 70.347656 1731658161.4207
MEM 70.347656 1731658161.5245
MEM 70.347656 1731658161.6287
MEM 70.347656 1731658161.7328
MEM 70.347656 1731658161.8374
MEM 70.347656 1731658161.9418
MEM 70.347656 1731658162.0457
MEM 70.347656 1731658162.1497
MEM 70.347656 1731658162.2550
MEM 70.347656 1731658162.3595
MEM 70.347656 1731658162.4637
MEM 70.347656 1731658162.5679
MEM 70.347656 1731658162.6718
MEM 70.347656 1731658162.7761
MEM 70.347656 1731658162.8810
MEM 70.347656 1731658162.9858
MEM 70.347656 1731658163.0905
MEM 70.347656 1731658163.1957
MEM 70.347656 1731658163.3009
MEM 70.347656 1731658163.4060
MEM 70.347656 1731658163.5110
MEM 70.347656 1731658163.6158
MEM 70.347656 1731658163.7203
MEM 70.347656 1731658163.8252
MEM 70.347656 1731658163.9305
MEM 70.347656 1731658164.0352
MEM 70.347656 1731658164.1539
MEM 70.347656 1731658164.2724
MEM 70.347656 1731658164.3909
MEM 70.347656 1731658164.5094
MEM 70.347656 1731658164.6145
MEM 70.347656 1731658164.7195
MEM 70.347656 1731658164.8244
MEM 70.347656 1731658164.9294
MEM 70.347656 1731658165.0346
MEM 70.347656 1731658165.1392
MEM 70.347656 1731658165.2444
MEM 70.347656 1731658165.3487
MEM 70.347656 1731658165.4537
MEM 70.347656 1731658165.5583
MEM 70.347656 1731658165.6626
MEM 70.347656 1731658165.7669
MEM 70.347656 1731658165.8710
MEM 70.347656 1731658165.9748
MEM 70.347656 1731658166.0791
MEM 70.347656 1731658166.1831
MEM 70.347656 1731658166.2874
MEM 70.347656 1731658166.3917
MEM 70.347656 1731658166.4965
MEM 70.347656 1731658166.6015
MEM 70.347656 1731658166.7072
MEM 70.347656 1731658166.8127
MEM 70.347656 1731658166.9173
MEM 70.347656 1731658167.0236
MEM 70.347656 1731658167.1312
MEM 70.347656 1731658167.2367
MEM 70.347656 1731658167.3420
MEM 70.347656 1731658167.4475
MEM 70.347656 1731658167.5528
MEM 70.347656 1731658167.6587
MEM 70.347656 1731658167.7649
MEM 70.347656 1731658167.8711
MEM 70.347656 1731658167.9779
MEM 70.347656 1731658168.0838
MEM 70.347656 1731658168.1899
MEM 70.347656 1731658168.2952
MEM 70.347656 1731658168.4009
MEM 70.472656 1731658168.5061
MEM 70.472656 1731658168.6113
MEM 70.472656 1731658168.7166
MEM 70.472656 1731658168.8218
MEM 70.472656 1731658168.9269
MEM 70.597656 1731658169.0319
MEM 70.597656 1731658169.1367
MEM 70.597656 1731658169.2422
MEM 70.597656 1731658169.3471
MEM 70.597656 1731658169.4520
MEM 70.597656 1731658169.5574
MEM 70.597656 1731658169.6625
MEM 70.597656 1731658169.7674
MEM 70.597656 1731658169.8725
MEM 70.597656 1731658169.9775
MEM 70.597656 1731658170.0823
MEM 70.597656 1731658170.1871
MEM 70.597656 1731658170.2928
MEM 70.597656 1731658170.3977
MEM 70.597656 1731658170.5024
MEM 70.597656 1731658170.6073
MEM 70.597656 1731658170.7124
MEM 70.597656 1731658170.8179
MEM 70.597656 1731658170.9227
MEM 70.597656 1731658171.0273
MEM 70.597656 1731658171.1323
MEM 70.597656 1731658171.2371
MEM 70.597656 1731658171.3421
MEM 70.597656 1731658171.4467
MEM 70.597656 1731658171.5511
MEM 70.597656 1731658171.6550
MEM 70.597656 1731658171.7588
MEM 70.597656 1731658171.8628
MEM 70.597656 1731658171.9667
MEM 70.597656 1731658172.0712
MEM 70.597656 1731658172.1750
MEM 70.597656 1731658172.2799
MEM 70.597656 1731658172.3848
MEM 70.597656 1731658172.4893
MEM 70.597656 1731658172.5939
MEM 70.597656 1731658172.6980
MEM 70.597656 1731658172.8022
MEM 70.597656 1731658172.9061
MEM 70.597656 1731658173.0110
MEM 70.597656 1731658173.1164
MEM 70.597656 1731658173.2213
MEM 70.597656 1731658173.3262
MEM 70.597656 1731658173.4310
MEM 70.597656 1731658173.5359
MEM 70.597656 1731658173.6406
MEM 70.597656 1731658173.7456
MEM 70.597656 1731658173.8508
MEM 70.597656 1731658173.9556
MEM 70.597656 1731658174.0601
MEM 70.597656 1731658174.1645
MEM 70.597656 1731658174.2690
MEM 70.597656 1731658174.3732
MEM 70.597656 1731658174.4775
MEM 70.597656 1731658174.5819
MEM 70.597656 1731658174.6865
MEM 70.597656 1731658174.7913
MEM 70.597656 1731658174.8960
